V1,V2,V3,V4,V5,V6
10203.0126953125,10334.177,10612.589,10757.847,10791.564,10888.981
9945.173828125,9935.251,9913.9375,10032.753,10013.354,10112.071
9981.8564453125,9920.617,10094.547,10133.338,9890.996,10052.116
10629.1865234375,11084.233,11570.559,12064.443,12375.203,12569.357
10017.0068359375,9972.398,9824.951,9731.914,9895.581,9766.209
10451.1748046875,10463.191,10347.256,10205.823,10373.527,10252.408
10214.8857421875,10206.273,10158.76,10182.847,10197.73,10179.268
10008.6650390625,10044.464,10067.066,10018.837,10085.911,10166.328
10298.7109375,10622.433,10991.358,11346.18,11651.028,11993.88
10072.212890625,10305.127,10584.847,10821.154,11157.248,11348.129
5112.84033203125,5205.929,5149.5244,5405.826,5226.8975,5115.5293
4076.53955078125,4099.708,4060.245,3964.0107,4321.242,4096.0684
4675.92578125,4892.8203,5116.372,5365.089,5528.9824,5634.0146
11251.275390625,11159.911,11631.084,11938.696,11131.265,11661.423
9781.3310546875,10048.721,10351.855,10629.317,11038.119,11269.295
3724.0390625,3708.8245,3729.122,3733.446,3726.2463,3737.789
1631.08349609375,1672.2073,1732.2961,1768.0563,1778.0668,1839.544
2572.229248046875,2625.5422,2565.515,2705.976,2591.43,2676.9927
10478.1650390625,10596.337,10601.226,10551.939,10517.86,10655.538
9648.6884765625,9736.215,9791.482,9813.196,10122.221,10057.82
915.9857177734375,903.34265,951.7116,1136.0759,823.8608,824.5471
5570.955078125,5567.5586,5762.341,5598.8457,5691.579,5768.324
8092.91943359375,8251.14,8346.699,8500.848,8532.563,8659.858
1671.6063232421875,1662.7852,1757.1025,1992.5671,1754.8257,1773.0603
8006.05224609375,8042.8833,8013.361,8019.743,8039.868,8033.2393
6759.7412109375,6761.7607,6763.1025,6780.079,6773.046,6777.689
6470.9892578125,6466.0894,6458.5317,6468.983,6468.712,6485.7065
7398.953125,7485.478,7553.5083,7593.0195,7639.663,7706.471
6416.482421875,6423.7974,6433.744,6452.5884,6425.2524,6446.3955
8744.4765625,8747.265,8755.384,8788.111,8736.425,8715.827
8102.869140625,8136.099,8126.192,8149.359,8146.9087,8176.4717
8480.8681640625,8500.214,8523.297,8546.126,8560.264,8570.984
1589.639404296875,1593.6602,1609.0127,1608.9584,1602.4901,1657.7529
8964.1103515625,8961.03,8993.133,9060.517,8914.174,8979.713
3686.595947265625,3764.8447,3803.4272,3797.6282,3816.0503,3834.6692
1812.9920654296875,1886.9426,1906.8132,1860.675,1919.227,1935.8414
2083.4345703125,2083.9968,2083.1584,2103.2166,2103.1829,2101.8147
2104.985107421875,2098.7878,2111.0574,2086.1968,2089.4373,2063.7832
3142.62109375,3156.817,3170.7415,3192.265,3250.2686,3255.0789
1193.74609375,1160.8809,1145.945,1215.9421,1188.6124,1213.189
2424.89697265625,2429.124,2439.3948,2546.7466,2462.8286,2535.5405
2048.288818359375,2066.8972,2048.813,2066.7905,2076.1,2064.1992
2574.779052734375,2551.554,2544.0198,2501.865,2562.1975,2521.9614
1220.68896484375,1194.3485,1196.7323,1201.5236,1211.3114,1214.5265
1819.8336181640625,1814.1606,1814.1923,1812.9025,1811.3937,1814.9564
1916.37451171875,1890.5985,1878.8671,1910.1405,1890.1641,1894.5051
1609.60400390625,1611.7479,1603.6375,1602.8436,1616.9275,1629.7467
2133.434814453125,2110.5374,2111.297,2138.6074,2108.6023,2110.0034
2056.67578125,2064.4016,2099.4631,2081.4602,2144.8076,2180.2947
1767.8765869140625,1740.359,1733.8182,1678.3019,1771.9099,1741.4685
2441.275390625,2433.4094,2438.2358,2425.0833,2447.5664,2439.026
2195.7099609375,2121.9143,2025.4468,1895.4158,1925.597,1893.3812
3665.06298828125,3574.538,3648.0833,3546.0884,3624.8423,3702.3745
2213.14599609375,2152.7407,2139.2458,2097.83,2105.8662,2106.0918
2391.985595703125,2457.6958,2482.9434,2486.6074,2453.706,2530.4827
2549.216064453125,2531.3694,2638.0745,2537.7966,2592.6592,2791.065
7983.078125,7989.1567,7985.3696,8012.8184,8045.281,8066.98
4476.54150390625,4589.4277,4474.846,4646.6963,4526.5938,4683.9136
7014.0771484375,7034.792,7025.3184,7094.9644,7074.758,7120.5083
9610.14453125,9610.3,9715.197,9645.67,9661.405,9687.0
3519.73876953125,3474.776,3466.2576,3506.4482,3475.5286,3471.951
6752.099609375,6755.654,6756.188,6784.8926,6780.618,6786.4517
8282.5556640625,8298.692,8311.572,8359.538,8271.352,8338.261
7247.21337890625,7244.894,7239.2783,7235.9844,7247.4795,7238.3867
4682.19140625,4755.3584,5126.4414,5063.007,5098.081,5110.4355
11232.9375,11788.594,12335.969,12927.176,13500.369,13943.123
9010.7177734375,9641.974,9905.957,10528.275,10791.055,11178.305
3558.67041015625,3761.0645,3991.4744,4312.7246,4586.8325,4826.2983
3404.962158203125,3526.912,3678.3643,3784.518,3919.9448,3993.6958
11687.232421875,11859.443,11990.566,12130.706,12196.534,12416.225
10471.060546875,11028.038,11651.207,12278.342,12604.732,13133.376
6344.4765625,6606.5327,6797.728,6973.465,7128.089,7280.36
4479.2880859375,4710.5586,4935.082,5309.788,5490.531,5660.0044
4913.04833984375,4859.827,4874.495,4682.9443,4795.895,4751.051
4626.90673828125,4851.9336,5105.24,5182.8667,5480.578,5607.6924
5294.27294921875,5545.5034,5892.4414,6049.182,6189.006,6343.2197
13469.529296875,14240.74,15087.242,15769.691,16313.15,16754.04
8346.8310546875,8574.528,8751.094,8830.843,8949.378,9257.788
2334.4306640625,2472.0186,2618.9873,2776.2712,2904.3164,3013.007
6761.7421875,6874.6216,7060.7607,6993.4985,7066.8057,7202.7295
3026.843994140625,3187.6616,3325.9004,3488.2092,3639.3235,3753.4253
9053.537109375,9470.138,9690.614,9755.176,10022.741,10128.368
2006.717529296875,2071.7256,2141.6812,2162.3152,2211.4243,2221.3452
7454.3154296875,7563.28,8138.5693,7729.9385,7713.5503,8112.161
10232.94921875,10886.301,11263.412,11765.416,12077.93,12489.598
3225.1865234375,3225.2305,3215.5244,3238.1821,3289.5208,3288.933
12393.861328125,12764.391,13461.049,13641.28,14351.508,14463.494
3399.66552734375,3528.561,3670.7334,3798.0742,3932.321,4018.7612
3297.13671875,3475.0698,3687.9058,3971.9585,4233.0195,4446.883
3400.13525390625,3520.4316,3671.1135,3775.7166,3912.1228,3985.0837
5530.96826171875,5951.2954,6196.7344,6532.05,6809.677,7112.659
3099.890625,3197.377,3304.4805,3373.0762,3455.024,3528.322
9207.806640625,9236.616,9246.812,9316.147,9371.076,9446.334
11949.306640625,12512.848,12898.427,13495.271,13788.399,14343.506
3112.030517578125,3279.6057,3436.2256,3629.3994,3724.4092,3885.5605
7095.974609375,7220.233,7258.946,7205.594,7400.8145,7431.69
10046.62890625,10571.906,11315.157,11472.843,11786.389,12195.131
16419.77734375,17879.61,18677.305,19746.762,20695.428,21727.0
13993.0966796875,14517.147,14958.102,15476.765,15819.438,16099.0625
3413.65869140625,3589.728,3749.853,3923.7622,4010.0503,4147.1426
9102.197265625,9625.0625,10018.341,10660.113,11032.516,11510.787
6666.9921875,6998.0312,7318.9907,7651.665,7940.843,8239.234
3337.22412109375,3460.5542,3620.8591,3845.7134,4059.0347,4229.0723
2124.285888671875,2109.3875,2113.6516,2113.9338,2152.2148,2154.6663
18586.583984375,18991.223,19310.656,19547.691,20084.672,20344.322
3260.517578125,3321.486,3421.4717,3451.9612,3516.8818,3558.1086
3512.745849609375,3527.5066,3567.3315,3575.105,3550.3875,3594.4104
1139.3309326171875,1137.5029,1147.9796,1148.979,1134.2091,1139.2906
4093.7890625,4212.5093,4377.862,4510.2603,4648.832,4751.288
1655.44677734375,1782.029,1841.1597,1902.0908,1994.4606,2074.6748
1989.4129638671875,2014.5065,2021.0403,2010.1808,2021.7059,2045.854
4045.5048828125,4165.7114,4337.4595,4190.486,4341.1396,4413.2656
9214.359375,9579.52,9830.895,10318.615,10556.008,10894.206
2226.31591796875,2251.5535,2298.2896,2308.6445,2300.04,2326.1362
11811.1435546875,12120.966,12464.569,12798.469,13033.863,13251.049
2038.81591796875,2065.8447,2096.6116,2130.5913,2158.8403,2179.227
1335.09130859375,1331.5159,1330.3005,1333.2395,1336.5366,1336.7997
2049.202392578125,2055.585,2066.4807,2072.076,2075.5627,2081.0342
4610.52587890625,4635.3125,4664.381,4695.356,4720.1855,4737.922
2223.081298828125,2222.0156,2221.5427,2222.2524,2223.822,2223.7554
10081.970703125,10198.829,10353.234,10496.987,10591.498,10671.518
6989.185546875,6487.9404,6913.5146,5988.6885,6615.2104,6330.5103
4422.865234375,4574.087,4773.9287,4680.1553,4823.8394,4813.4795
5224.5068359375,5112.237,5057.9204,4991.843,5026.7646,5047.3955
11062.984375,11025.016,11105.807,11061.088,10959.837,11356.722
9379.2333984375,9378.543,9324.458,9204.3955,9429.633,9583.239
13313.140625,13966.346,13977.32,13592.575,14260.641,14488.652
10849.6640625,11077.948,10897.957,10702.594,11105.929,11168.764
3304.3955078125,3239.1794,3270.6155,3235.4727,3277.8953,3324.5159
6135.84814453125,6154.685,6113.992,5756.8516,6333.438,6130.764
6872.79248046875,6882.758,6896.037,6913.341,6963.567,7059.5103
4586.6904296875,4577.0796,4617.09,4628.2275,4770.5615,4808.093
5220.3740234375,5243.0645,5308.6714,5352.456,5389.501,5435.776
8595.630859375,8712.938,8631.797,8254.4,8877.087,8716.202
5802.35693359375,5933.97,5528.316,5399.5137,5728.0586,5512.0913
10911.736328125,10862.52,10986.176,10910.17,10829.632,11241.71
3159.310546875,3039.079,3100.7554,3037.5708,3192.568,3129.7349
5026.8154296875,4989.7803,4976.6934,4872.5254,4889.0947,5059.9336
3359.528076171875,3359.7766,3365.1646,3368.7346,3418.6074,3444.028
9432.65625,9433.148,9376.723,9255.675,9485.466,9638.155
7503.3564453125,7523.3936,7594.153,7412.662,7558.3887,7785.9375
3126.73828125,3124.8928,3141.142,3066.5825,3146.2837,3168.4392
5213.58837890625,5199.068,5212.6147,5091.1733,5224.8545,5298.142
4593.4423828125,4583.278,4622.833,4633.1567,4777.936,4815.194
4677.30078125,5088.1445,4946.8286,5584.897,5983.9795,6100.6606
2872.30126953125,2858.9949,2859.7332,2840.7275,2890.984,2854.6812
7689.7109375,7665.7075,7651.1616,7656.517,7547.875,7700.29
4876.76220703125,4803.355,4685.403,4700.738,4651.475,4843.969
2988.251953125,2959.7188,2980.5981,2936.1968,3003.3904,3019.7815
8069.7236328125,7757.1455,8273.975,7264.6675,7603.249,7408.646
1442.558349609375,1433.0367,1448.06,1440.9431,1426.9762,1483.8489
8498.6083984375,8985.749,9345.802,9853.232,10077.12,10440.275
11443.392578125,11520.213,11496.252,11620.393,11644.514,11682.087
1579.984130859375,1586.7499,1593.0188,1540.6349,1619.7909,1617.5627
9211.2099609375,9156.793,9442.358,8262.624,8767.838,8365.116
6884.8095703125,6935.8145,7059.6753,7117.511,7135.195,7229.1895
10687.1240234375,10448.756,10681.054,10462.398,10634.007,11033.42
1159.26611328125,1151.025,1158.5802,1144.9109,1156.2223,1186.3436
9739.01953125,9720.184,9768.893,9758.068,9708.219,9921.344
4105.6943359375,3980.2393,4052.2898,3992.7712,4156.8633,4060.2104
4257.44921875,4217.2266,4224.2603,4172.945,4220.965,4181.377
5096.28076171875,5091.305,5145.143,5179.526,5267.6895,5271.235
1144.8189697265625,1141.1827,1149.509,1145.5883,1134.9015,1170.9346
4880.94775390625,4846.129,4954.284,4771.8496,4924.6836,4942.126
6436.0244140625,6453.8096,6434.194,6457.531,6453.2417,6428.778
9721.291015625,9696.463,9759.753,9729.653,9631.257,9938.393
7381.25,7384.559,7394.252,7381.2715,7511.527,7472.985
7291.568359375,7598.098,7816.6426,7623.414,7818.091,8082.3457
7536.28564453125,7694.279,7865.148,7618.3643,7876.413,7929.8027
3878.928955078125,3853.113,3882.3655,3793.173,3890.2703,3902.1316
3570.01123046875,3539.4116,3558.1562,3450.1392,3415.6445,3559.8213
3957.69873046875,4157.047,4420.8687,4566.751,4757.467,4803.831
7164.4951171875,7599.793,8261.205,8706.598,8884.072,9154.06
2615.06787109375,2631.6545,2633.514,2598.9675,2627.8752,2601.6262
4015.296630859375,4018.482,4032.6807,4033.2673,4030.0544,4019.7456
19894.59765625,20763.129,21565.377,22428.97,23338.424,23968.549
14887.994140625,15377.52,16037.014,16366.197,16857.492,16854.344
8999.0244140625,8858.422,9157.752,8898.388,9147.564,9079.873
9380.703125,10002.527,10563.133,11266.2,11652.932,12238.397
6344.037109375,6546.539,6762.566,6921.242,6987.5576,7118.202
17582.603515625,18779.621,19625.895,20812.93,21293.648,22249.715
4111.7880859375,4198.467,4449.646,4539.539,4700.6943,4704.601
3456.498046875,3720.06,3927.8015,4234.4766,4439.6074,4676.204
12678.6826171875,13302.846,13958.842,14597.472,15174.029,15562.244
12112.0078125,12936.926,13594.497,14478.225,15208.548,15968.478
10266.8359375,10317.364,10353.363,10353.332,10437.66,10452.646
9567.46484375,9597.024,9624.232,9611.224,9641.472,9662.805
10006.1064453125,10018.616,10000.257,10068.135,10084.747,10081.164
8594.1298828125,8505.14,8540.16,8490.852,8489.847,8469.881
4601.34375,4723.009,4919.505,5083.205,5117.7383,5292.2915
7174.12255859375,7247.7153,7339.513,7281.2046,7338.9976,7427.9985
10517.646484375,11019.463,11370.608,11802.2705,12168.311,12448.742
3688.33203125,3767.5647,3858.491,3935.0176,4033.2498,4073.2847
2011.505126953125,2004.6893,2026.6062,2008.7845,2044.2292,2063.8586
7301.91162109375,7349.0234,7448.1494,7503.101,7492.214,7494.4854
3245.2314453125,3324.0571,3433.0115,3493.021,3573.79,3616.1968
4249.43994140625,4284.3013,4347.1304,4332.8574,4370.19,4399.464
1136.8582763671875,1135.2452,1145.6908,1147.2026,1131.8175,1137.0117
3176.080810546875,3186.0896,3204.586,3142.1958,3181.3188,3189.7654
2248.84423828125,2268.231,2270.998,2256.68,2273.0889,2287.8777
12567.7919921875,12860.19,13480.205,13861.836,14314.892,14539.068
6897.7646484375,6873.7993,6830.2993,6802.377,6855.327,6792.661
2674.564453125,2782.5483,2851.0503,2945.2595,2988.1206,3068.037
1988.8150634765625,2012.7211,2037.6277,2046.5455,2067.6323,2070.912
10274.3154296875,10475.986,10767.24,10609.083,10686.87,11002.861
4444.4443359375,4614.5293,4706.623,4760.1846,4802.8286,4942.8643
9750.044921875,9921.615,10226.35,10255.168,10586.861,10798.445
13478.25,13965.839,14594.393,15042.654,15326.436,15597.26
6873.9794921875,7014.285,7378.3867,7380.33,7553.2837,7693.7876
1737.971435546875,1802.5638,1857.5244,1912.9432,1984.0923,2016.119
2334.505859375,2424.8992,2529.8713,2635.5222,2718.3984,2775.184
7973.3095703125,7858.12,7911.8066,7796.5947,7908.5244,7864.126
4694.8583984375,4757.998,4920.0913,5004.7803,4923.5117,4923.376
3647.0830078125,3598.6357,3621.7075,3690.0498,3652.7478,3692.704
1985.87939453125,2059.3767,2139.7698,2213.8206,2272.9778,2329.2632
989.7913818359375,984.3207,987.20197,985.46497,997.91016,992.2457
2676.12939453125,2729.4949,2790.8518,2822.9194,2902.0894,2916.8848
2445.22119140625,2680.869,2798.1975,2958.5425,3062.5688,3190.7402
7361.630859375,7515.678,7940.081,7664.183,7987.382,8102.965
4920.431640625,5281.815,5532.2295,5825.6763,5953.2793,6238.641
8273.953125,8392.536,8566.928,8712.726,8642.664,8722.425
8782.0791015625,9186.99,9314.144,9644.237,9766.337,9967.418
3688.583251953125,3768.344,3858.4326,3935.9258,4033.7441,4074.8555
10867.51171875,11117.948,11614.228,11736.426,11832.902,12001.5625
4364.05078125,4694.127,5009.6895,5360.5854,5647.571,5912.178
3140.794189453125,3183.4944,3228.7803,3259.88,3322.622,3349.2944
7720.1279296875,7730.803,7845.4995,7890.5034,8112.1313,8094.2495
4074.66845703125,4186.366,4262.755,4381.6094,4412.71,4501.3164
1118.7919921875,1121.6104,1120.2506,1125.6733,1125.4862,1130.716
10283.7431640625,10489.205,10787.496,10657.074,10730.823,11045.469
8237.56640625,8175.6553,8296.213,8203.458,8277.623,8205.275
6748.248046875,6885.1245,7037.3555,7005.874,6861.074,7111.163
9099.7236328125,9244.2705,9487.084,9280.413,9473.562,9566.687
8343.3369140625,8375.581,8311.03,8294.55,8360.053,8313.948
1050.5469970703125,1051.4308,1071.6329,1054.8824,1064.8113,1075.1722
4468.84033203125,4453.466,4471.645,4517.1406,4458.225,4476.06
1722.1710205078125,1725.0265,1731.2899,1738.0184,1753.5837,1761.0044
7403.5908203125,7399.503,7428.7188,7413.608,7437.7896,7452.589
3246.70068359375,3291.1245,3401.808,3406.9727,3450.7664,3484.8694
2408.265380859375,2398.1426,2410.0405,2400.007,2407.9104,2413.8948
3911.067138671875,4032.0566,4075.1548,3918.086,4045.5332,4164.5303
4020.94921875,4103.81,4191.835,4169.4824,4235.4004,4346.7856
4793.81494140625,4798.6313,4796.7397,4830.4663,4799.0215,4803.704
1387.322509765625,1385.3867,1389.1265,1376.9651,1392.3276,1385.4329
2030.1427001953125,2047.5782,2077.889,2050.4502,2061.9258,2108.4534
1718.741455078125,1721.3749,1728.0791,1734.4727,1749.7041,1757.3883
2119.69140625,2116.9521,2117.477,2146.5017,2162.6782,2179.7188
1797.521240234375,1806.2045,1827.3557,1836.5681,1836.9028,1852.8153
8515.5791015625,8467.658,8705.416,8311.606,8568.29,8847.449
2672.027587890625,2667.7778,2680.1265,2659.3193,2686.7734,2668.9836
3478.628662109375,3546.923,3612.7678,3576.6929,3593.4688,3688.537
4054.420654296875,4084.147,4140.7354,4129.942,4137.697,4159.8516
8737.4208984375,8785.896,8887.98,8946.716,8921.398,8916.19
5003.98388671875,5030.442,5071.8633,5047.002,5054.906,5094.0317
1690.8243408203125,1712.2478,1733.8113,1734.5381,1746.6676,1710.8171
1572.609130859375,1573.014,1576.6029,1580.6637,1585.3513,1583.3871
1424.5631103515625,1426.7012,1425.0472,1431.989,1429.2521,1435.3568
1166.232421875,1201.4062,1207.5365,1200.7314,1209.4365,1230.5443
6133.26708984375,6264.088,6524.2793,6529.1636,6611.4507,6744.041
4044.28125,4208.4487,4257.2686,4253.435,4275.1055,4440.6855
10217.591796875,10621.777,11008.426,11357.443,11704.092,11858.852
6087.41357421875,6043.01,5973.069,5941.2783,6034.341,6026.981
12149.763671875,12370.306,12674.287,12382.618,12494.716,12839.746
6393.5126953125,6518.711,6668.053,6637.223,6744.44,6810.2236
4145.0576171875,4128.3657,4110.293,4119.7373,4127.0396,4128.2563
7882.12548828125,7936.302,8128.78,7942.542,8106.65,7911.339
8803.572265625,9252.607,9573.744,9996.123,10131.277,10473.66
955.9034423828125,941.293,947.2624,933.54114,946.6554,941.18915
7962.767578125,8158.9844,8365.671,8539.331,8737.242,8895.709
6152.08544921875,6361.153,6470.3755,6647.378,6741.5547,6863.7417
4179.2763671875,4290.2905,4406.4473,4555.71,4659.6978,4751.7134
4382.58837890625,4468.533,4622.048,4590.1636,4642.5166,4723.311
1432.3023681640625,1388.9427,1396.1738,1369.4243,1421.6901,1394.546
2359.594482421875,2361.5928,2357.9165,2369.912,2368.4812,2375.5198
2948.46630859375,2955.4097,2967.198,2953.7292,2953.6199,2953.607
5081.765625,5316.6943,5487.963,5693.927,5758.251,5927.93
12275.259765625,12389.829,12731.748,12672.073,12434.21,12800.052
1994.588623046875,2003.643,1989.7856,1991.7528,2014.0634,1996.923
5122.2265625,5142.465,5138.6865,5075.986,5102.066,5008.682
2421.414306640625,2475.0283,2504.0496,2536.0652,2557.3113,2584.7832
2241.239990234375,2255.4692,2265.4346,2244.793,2251.8345,2259.056
3554.912109375,3580.5415,3590.349,3594.9336,3597.6516,3617.287
1560.4765625,1511.9298,1517.1517,1490.5354,1550.9078,1520.2515
1215.8516845703125,1186.2346,1203.5975,1169.5938,1186.2421,1199.3867
1497.0274658203125,1491.8099,1488.0873,1515.0956,1492.4578,1493.2305
11927.92578125,12049.652,12252.239,12118.724,11877.801,12294.988
1821.7265625,1842.0997,1874.152,1898.954,1882.1044,1895.0171
2703.172119140625,2692.7988,2703.2075,2696.0903,2742.4258,2715.262
1558.0465087890625,1567.8816,1581.0077,1592.3341,1600.4269,1608.2495
5982.71484375,6072.7744,6154.1475,6193.9966,6252.6436,6326.1265
1052.7593994140625,1047.1581,1034.0815,1033.7922,1047.9214,1045.93
7704.25146484375,7676.5825,7624.0327,7654.9087,7644.3223,7641.077
5581.5126953125,5753.67,5887.4624,6027.037,6218.64,6287.2383
4551.970703125,4676.637,4790.7075,4987.247,5113.6855,5214.5127
1530.0679931640625,1544.1216,1575.2742,1583.6787,1605.4257,1618.5505
1338.5194091796875,1346.7423,1356.6887,1366.9615,1374.8926,1380.5372
2679.1513671875,2711.4807,2756.0312,2795.085,2818.8389,2842.6145
2333.806640625,2404.7917,2482.1702,2568.1523,2640.833,2693.7805
21072.513671875,22543.807,23728.277,25540.65,26414.408,27693.09
12147.818359375,13229.811,14064.67,15261.119,16112.635,16935.406
19481.771484375,20216.207,21080.84,21948.97,22994.545,23541.387
2135.235595703125,2117.1875,2100.396,2102.5593,2127.7817,2126.051
3786.219482421875,3947.5356,4104.0215,4285.045,4399.995,4466.541
8989.06640625,9497.383,9977.296,10564.746,10959.393,11363.387
6455.4150390625,6912.705,7327.3057,7711.8887,8388.591,8675.359
6483.68310546875,6545.083,6654.2275,6640.155,6655.784,6590.968
2521.173583984375,2608.4,2707.8745,2826.156,2938.634,3003.14
3893.994140625,4017.78,4212.782,4342.643,4532.5044,4619.412
1920.24658203125,2000.8136,2099.0127,2075.9243,2255.928,2316.922
10836.525390625,11286.803,11624.622,12131.828,12317.887,12682.766
4973.27978515625,5363.634,5602.865,6040.5073,6318.0117,6622.8613
3455.68310546875,3703.3154,3919.612,4186.877,4440.815,4660.6577
2676.986328125,2842.895,2985.5676,3162.3745,3243.9614,3394.2803
15126.15625,16675.002,17858.352,19655.746,20634.04,21901.037
20123.052734375,20787.846,21605.963,22401.223,23568.78,24199.719
4400.54248046875,4651.0557,4821.3184,5078.5527,5170.589,5358.4727
5309.71142578125,5562.02,5809.0264,6073.3706,6331.213,6518.1055
10367.8515625,10835.8545,11534.984,12196.324,12819.357,13208.039
8742.4638671875,9434.486,9922.349,10515.506,10956.209,11419.406
10013.7724609375,10439.645,10770.684,10739.146,11067.688,11411.855
2072.144287109375,2115.7656,2202.7664,2236.7144,2242.4622,2279.7217
6432.35400390625,7075.0693,7519.479,8163.3765,8417.809,8942.699
9057.259765625,9427.659,9787.846,10249.918,10490.189,10795.088
3729.881103515625,4044.4565,4286.2017,4640.143,4859.536,5151.996
10478.5205078125,11198.448,11903.625,12818.164,13113.221,13797.65
3884.745361328125,4051.5327,4167.668,4364.9253,4456.7114,4542.174
12264.57421875,13237.155,14145.693,14973.867,16817.873,17770.947
2450.66552734375,2639.1929,2745.3572,2936.1326,3073.7168,3201.4443
15725.849609375,16028.669,16371.592,16712.41,17113.88,17403.52
1133.5052490234375,1080.768,1066.0676,1091.7351,1219.1451,1205.8136
2410.6533203125,2624.5918,2780.049,3042.5767,3203.9604,3393.5068
