V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
2143.427490234375,2153.241,2166.989,2160.258,2163.962,2165.1753,2166.267,2149.203,2150.817,2172.2847,2176.4768,2157.7517,2170.4053,2159.1206
2116.197509765625,2126.2627,2140.2246,2133.1846,2136.948,2137.791,2139.34,2122.1926,2122.4788,2145.7737,2149.5913,2130.153,2143.4744,2131.4404
2038.65283203125,2055.3157,2057.5403,2057.8557,2063.9136,2067.1274,2071.1567,2047.5713,2042.3599,2065.0051,2071.6633,2055.3633,2073.9807,2048.5784
2088.7216796875,2099.9788,2111.8552,2106.3018,2110.3975,2111.3252,2113.2114,2094.8833,2093.1216,2117.9673,2122.2502,2102.5332,2117.7402,2101.384
1904.544921875,1925.6738,1923.0917,1915.7561,1925.0812,1918.7323,1935.2781,1911.9026,1909.3777,1933.6384,1930.9907,1922.1914,1933.6887,1924.4135
9911.4921875,9898.184,9956.201,9884.543,9876.217,9888.152,9897.333,9920.899,9926.728,9902.891,9900.45,9892.708,9879.589,9946.028
934.260009765625,939.09045,934.6406,935.75726,939.4786,936.0401,935.6912,935.137,938.5947,935.3694,940.59705,939.40515,938.1923,938.0219
12055.8544921875,12061.548,12091.109,12081.428,12065.484,12055.24,12133.309,12112.51,12122.91,12065.906,12060.424,12101.741,12095.02,12091.011
1631.37646484375,1631.6484,1635.8364,1634.641,1632.2653,1630.6838,1641.9966,1639.3575,1640.4891,1630.7599,1632.8529,1637.6881,1636.5751,1635.6936
7200.78369140625,7224.6694,7242.026,7206.347,7213.7637,7211.8633,7198.4814,7238.945,7244.304,7216.2915,7227.948,7239.1133,7197.787,7282.333
9199.236328125,9247.267,9185.103,9204.873,9237.576,9268.438,9216.781,9205.05,9195.3125,9246.963,9219.516,9187.847,9240.708,9225.532
11057.6982421875,11060.919,11059.055,11054.893,11044.137,11007.244,11020.395,11051.998,11046.414,11059.212,11045.297,11051.738,11036.38,11082.492
959.9782104492188,960.102,965.1545,959.6791,960.27985,961.18805,963.01556,963.575,961.7524,969.25195,962.48456,960.7297,964.47205,966.8032
953.3677368164062,953.6409,958.3403,953.12445,954.1393,953.2499,956.32794,957.31116,954.07086,961.2109,955.2068,953.627,957.0221,958.5808
1313.8310546875,1313.1176,1313.5247,1314.9508,1316.8378,1314.6855,1317.2804,1320.1074,1315.9812,1307.3286,1316.4911,1313.5297,1315.2028,1312.8959
1261.3411865234375,1260.4443,1260.3739,1262.1848,1264.2688,1262.2883,1264.5311,1267.142,1262.8142,1254.0195,1263.9175,1260.6147,1262.4639,1260.1737
1331.712158203125,1331.1038,1331.8435,1333.052,1334.7925,1332.6277,1335.3531,1338.2687,1334.2341,1325.6594,1334.4799,1331.714,1333.2794,1330.9623
9233.4482421875,9247.101,9299.825,9249.804,9252.35,9260.683,9238.178,9284.181,9283.682,9311.468,9326.562,9264.707,9296.892,9338.91
6970.30029296875,6982.6875,7009.3315,6983.7896,6987.2563,6985.861,6971.4175,7011.1816,7002.343,7022.2207,7037.7466,6992.023,7009.6523,7043.5327
7475.716796875,7488.544,7520.828,7490.0957,7493.6074,7494.553,7477.7744,7519.3096,7512.1143,7532.9478,7549.7646,7499.742,7520.629,7555.221
6672.1181640625,6654.3623,6719.4844,6649.715,6663.6265,6636.3213,6640.7886,6667.187,6658.597,6563.284,6620.4077,6651.1274,6593.1646,6632.644
8561.3388671875,8546.032,8769.98,8550.911,8644.869,8644.148,8628.102,8785.61,8838.799,8703.203,8498.158,8484.951,8623.92,8688.275
7660.7255859375,7640.5977,7715.347,7635.2607,7651.2393,7619.821,7625.1147,7655.529,7645.5273,7535.9326,7601.574,7636.9766,7570.59,7615.6885
1325.1534423828125,1322.8518,1328.5006,1325.4623,1326.0198,1327.5039,1327.4943,1324.9592,1328.6777,1319.0115,1328.2662,1324.9735,1326.0853,1327.8057
9148.4599609375,9166.891,9126.684,9150.295,9174.428,9162.295,9151.216,9158.599,9142.121,9097.265,9216.224,9179.002,9122.07,9178.429
9090.263671875,9108.56,9068.642,9092.139,9116.056,9104.003,9092.998,9100.36,9083.935,9039.386,9157.56,9120.655,9063.991,9120.024
5239.56591796875,5256.864,5263.473,5256.8555,5253.1294,5253.947,5251.5938,5277.8486,5263.28,5280.581,5264.282,5260.403,5266.234,5288.3647
6930.142578125,6952.0137,6955.223,6951.691,6946.485,6950.395,6944.1655,6978.351,6962.514,6976.097,6962.732,6957.827,6966.5454,6991.5786
5619.0361328125,5637.377,5643.09,5637.1934,5633.258,5634.853,5631.5093,5659.203,5644.712,5661.034,5645.545,5641.228,5647.74,5670.2085
9509.0869140625,9496.99,9555.384,9483.843,9476.678,9484.81,9494.885,9517.164,9521.327,9502.098,9498.901,9489.031,9477.957,9540.555
1115.54931640625,1113.8552,1119.2604,1112.1858,1111.0942,1113.6521,1114.2833,1117.0322,1118.432,1114.1724,1113.9432,1114.3145,1111.8988,1120.4078
635.1246337890625,629.88947,630.3392,630.4983,630.68787,634.66547,624.9065,629.9889,628.0599,625.5734,641.826,635.188,631.1172,635.3115
962.9141235351562,963.86847,964.01215,960.18524,963.2433,964.1684,961.796,965.8073,967.02515,959.9077,966.0577,965.441,962.93665,971.35925
10733.216796875,10738.379,10743.462,10741.382,10738.791,10735.946,10764.683,10745.582,10758.889,10744.807,10734.645,10747.7705,10755.115,10744.635
1769.590576171875,1767.9125,1787.4761,1765.4327,1764.6752,1760.3406,1760.7284,1769.1638,1767.6519,1769.1743,1763.5029,1764.557,1749.4878,1765.5577
11702.0625,11539.0,11508.939,11525.425,11489.712,11165.773,11326.371,11533.199,11720.923,11454.345,11423.545,11694.48,11003.082,11524.931
6127.09326171875,6191.89,6084.3916,6117.236,6183.412,6124.616,6057.9688,6171.989,6139.694,6124.166,6178.5737,6155.972,6142.7363,6096.0625
10873.923828125,10887.0,10965.354,10834.415,10863.256,10790.645,10797.303,10895.9,10857.792,10806.9795,10797.658,10849.127,10759.275,10844.515
10977.8623046875,10963.215,10912.959,10986.757,11005.235,10989.777,10978.015,10973.212,10942.018,10936.328,10976.385,10928.592,10968.378,10915.607
8063.2958984375,8056.3257,8089.983,8043.934,8043.559,8075.8887,8044.4077,8056.2285,8089.228,8082.781,8226.641,8090.926,8150.556,8152.1816
872.5274047851562,841.2746,817.7729,862.84674,872.91077,902.67346,879.2101,850.38074,821.52637,720.86694,879.99286,833.3144,814.1748,812.0962
8047.5009765625,7976.144,8231.381,8118.6597,7917.8154,7947.115,8007.2905,7894.261,8067.046,8092.458,7946.2817,7962.5615,7996.4536,8202.1
3028.941162109375,3069.0742,2982.6394,3034.002,3048.9036,2995.057,3112.4204,3057.7876,2968.5908,3146.1067,3060.5493,3056.686,3144.7583,3066.957
2986.62548828125,2997.6895,3253.2908,3040.807,2923.1277,2894.98,3014.4724,3096.8171,3079.7556,3046.461,3125.174,3294.284,2914.8225,3407.6733
3056.6279296875,3076.1104,2994.4355,3043.0918,3128.5488,2976.4438,2969.538,3159.7285,3067.6406,3052.4307,3173.2551,3128.4844,3053.6719,3060.996
7248.06005859375,7280.453,7246.2754,7204.3105,7255.068,7256.986,7252.857,7317.8486,7234.845,7272.182,7357.9526,7278.7793,7309.727,7273.5854
4512.04931640625,4499.6562,4510.08,4472.7812,4534.918,4569.8916,4496.9404,4501.071,4473.302,4528.085,4649.6807,4455.625,4657.5957,4555.6035
1162.7369384765625,1161.5288,1163.65,1162.808,1162.4165,1164.3337,1162.9661,1161.8599,1166.2202,1164.1881,1163.7721,1162.1366,1163.936,1163.3047
1267.3607177734375,1266.2135,1268.3566,1267.6055,1267.5365,1269.2432,1267.7428,1266.691,1271.6659,1268.6368,1268.3779,1266.7493,1268.4078,1268.5623
1244.0830078125,1242.9247,1245.0345,1244.2999,1244.1616,1245.8989,1244.416,1243.3383,1248.1478,1245.3423,1245.0823,1243.4536,1245.1274,1245.088
6509.96826171875,6520.5083,6529.395,6502.553,6511.2847,6521.885,6540.7676,6526.521,6536.595,6520.1978,6537.339,6510.759,6548.229,6558.7876
8161.13134765625,8174.9556,8186.558,8154.298,8165.142,8180.0596,8201.635,8181.338,8196.717,8174.744,8198.021,8164.2817,8212.17,8224.86
350.36541748046875,351.42352,354.28165,350.0052,349.35986,350.6642,350.80408,355.0478,350.87598,355.9565,352.15845,351.38232,352.36438,356.3652
579.7130737304688,582.4709,580.278,576.5034,583.54474,579.9154,578.8571,583.80597,581.83716,576.6429,589.88214,579.069,580.30536,577.63245
12467.15625,12444.871,12537.938,12409.827,12412.628,12367.064,12381.009,12406.391,12483.038,12465.743,12434.518,12423.627,12392.73,12540.645
10204.509765625,10147.159,10120.479,10228.475,10196.311,10239.087,10181.73,10134.101,10242.537,10173.004,10168.936,10166.766,10230.551,10124.254
1515.3238525390625,1514.7051,1519.0468,1514.1061,1516.457,1515.8267,1510.7881,1517.2317,1521.2051,1515.4778,1519.8108,1515.7426,1514.2002,1520.8335
6368.68701171875,6365.3125,6383.8486,6363.0337,6373.134,6371.031,6349.888,6376.5205,6393.3677,6369.118,6387.0103,6370.0933,6363.9316,6390.978
7523.3330078125,7540.984,7429.2495,7510.6562,7531.248,7522.944,7489.3516,7521.1826,7507.011,7379.2754,7527.8457,7515.119,7501.156,7458.266
10716.654296875,10741.837,10582.659,10698.707,10727.943,10716.209,10668.328,10713.649,10693.556,10511.571,10723.09,10704.905,10685.048,10624.057
10148.8212890625,10139.844,10175.822,10157.381,10122.305,10149.111,10155.06,10129.688,10191.959,10216.329,10154.118,10155.901,10174.916,10220.411
13561.7568359375,13593.323,13400.822,13548.832,13590.951,13599.231,13522.624,13500.617,13478.024,13469.239,13546.591,13500.483,13563.584,13398.837
20322.79296875,20236.676,20239.795,20156.812,20186.893,20059.508,20203.13,20278.855,20375.092,20129.938,20271.012,20203.033,20226.25,20379.115
24792.2578125,24806.521,24781.195,24724.139,24823.605,24744.781,24689.064,24845.932,24752.064,24723.59,24854.209,24796.318,24710.986,24736.44
1242.55712890625,1242.6151,1232.6006,1243.8337,1249.5793,1250.5831,1235.8462,1247.777,1235.1078,1225.3574,1251.9357,1249.7179,1237.4088,1225.4965
7314.408203125,7289.458,7291.0747,7313.548,7309.5264,7293.005,7353.2993,7342.284,7264.847,7344.7544,7337.8174,7286.098,7336.9067,7249.54
13772.9990234375,13719.015,13768.521,13758.504,13713.494,13768.02,13790.381,13783.62,13780.34,13800.19,13753.598,13764.543,13789.787,13809.087
22239.7109375,22235.193,22272.508,22215.264,22227.062,22221.025,22143.807,22215.818,22240.102,22215.049,22245.092,22205.584,22185.63,22252.094
20521.923828125,20512.84,20491.588,20557.928,20547.44,20547.277,20550.38,20541.867,20563.33,20520.344,20513.025,20524.96,20510.033,20496.521
17632.69921875,17652.482,17590.121,17638.861,17662.848,17671.418,17677.451,17655.514,17685.799,17501.746,17651.963,17628.758,17658.607,17653.844
9750.4990234375,9732.822,9724.485,9762.44,9731.719,9739.409,9766.465,9692.018,9720.279,9730.7295,9750.957,9759.555,9734.3955,9725.997
10411.265625,10392.398,10383.48,10423.9795,10391.204,10399.387,10428.28,10348.854,10379.011,10390.131,10411.721,10420.921,10394.091,10385.07
3195.7568359375,3206.9521,3390.9048,3194.7446,3186.1917,3289.2664,3256.6982,3213.9697,3391.1548,3288.8853,3323.4282,3227.8003,3196.2957,3538.9375
5955.91748046875,5962.4424,6098.3643,5892.9766,5954.3877,5901.464,6002.226,6085.566,6193.147,5857.9897,5890.935,5991.5586,5850.3877,6223.5938
1158.0076904296875,1152.8739,1156.3014,1160.6144,1152.7257,1157.3433,1161.0198,1155.7324,1158.223,1161.125,1154.9388,1156.7805,1165.522,1161.3107
1151.91845703125,1149.7495,1153.1323,1152.0991,1149.8787,1147.3595,1153.6956,1149.98,1149.5875,1148.9518,1152.696,1150.6193,1153.0358,1154.1842
8620.787109375,8610.72,8610.162,8614.199,8601.276,8595.1045,8587.884,8587.291,8596.292,8618.231,8606.067,8610.278,8591.897,8618.94
8722.078125,8700.599,8731.497,8711.387,8695.981,8690.865,8687.436,8667.805,8696.261,8732.286,8688.0625,8711.498,8678.92,8717.47
8614.6552734375,8607.394,8594.168,8612.038,8601.167,8601.728,8594.386,8579.83,8590.008,8617.729,8603.491,8607.457,8601.631,8604.445
8736.5517578125,8717.712,8714.663,8731.986,8715.64,8700.399,8712.191,8665.994,8696.47,8719.573,8689.522,8730.648,8703.066,8706.659
1040.7841796875,1043.2307,1037.8353,1042.3605,1043.1383,1043.8793,1042.9922,1042.7837,1041.7106,1040.1741,1044.2213,1043.2048,1043.8279,1042.0514
