V1,V2,V3,V4,V5,V6,V7,V8
7137.77783203125,7235.8228,7220.4556,7204.6943,7173.569,7223.063,7258.967,7196.2876
10139.9150390625,10295.874,10255.504,10094.369,10185.088,10333.077,10283.54,10129.45
9165.65625,9051.644,9057.303,9067.495,9188.638,9067.828,9063.65,9113.696
4580.68359375,4518.5435,4496.8794,4553.86,4580.465,4511.624,4551.964,4551.775
6352.11376953125,6298.012,6297.4414,6343.2183,6384.5312,6294.535,6330.8237,6376.275
5554.427734375,5679.635,6025.123,5945.488,5598.0884,5669.637,6032.0625,5936.5205
5260.73095703125,5312.5103,5288.459,5286.7407,5317.791,5332.193,5310.3447,5292.8857
1912.8780517578125,1915.5635,1926.9972,1926.7576,1933.7773,1928.3339,1929.0771,1921.6858
2131.92041015625,2128.4827,2141.6301,2144.3926,2159.2607,2146.6814,2147.032,2131.635
5466.59716796875,5542.6924,5495.6787,5521.182,5530.6226,5550.358,5520.191,5513.9795
1289.7105712890625,1295.4523,1285.3037,1279.7786,1301.377,1305.5166,1286.7015,1287.5872
1924.4114990234375,1921.4386,1928.2266,1929.4982,1934.7123,1926.4858,1928.1027,1926.1102
3370.98583984375,3382.64,3401.2917,3392.05,3367.2085,3407.138,3403.2593,3395.6328
9612.517578125,9760.417,9712.673,9720.792,9715.351,9825.552,9762.015,9742.656
1403.9366455078125,1371.1201,1402.0831,1404.0508,1405.307,1384.154,1408.5935,1416.809
8894.7890625,9085.359,9021.903,8968.412,8985.936,9101.387,9121.113,8989.371
9157.7119140625,9388.197,9276.865,9323.575,9228.754,9356.502,9361.632,9314.115
1506.6776123046875,1526.581,1523.9883,1468.369,1513.821,1539.5258,1546.7009,1470.0575
5779.3681640625,5803.782,5805.1562,5792.5396,5795.8037,5809.6973,5812.52,5809.6997
2636.18701171875,2627.3748,2682.679,2621.0269,2684.4607,2663.6753,2672.9626,2627.6558
1655.430419921875,1651.8308,1663.8969,1667.2838,1670.3253,1662.2993,1668.4968,1667.7795
6947.5810546875,6971.4795,6922.875,6958.72,6997.055,7004.4517,6961.894,6990.32
2980.411865234375,2974.452,3032.7373,2942.2786,3010.4546,2998.7173,3024.1611,2966.561
1485.8499755859375,1492.1084,1490.2708,1481.0337,1502.5125,1502.7157,1494.775,1485.2467
7332.19287109375,7379.5894,7337.8325,7277.568,7350.5713,7399.264,7330.7456,7334.7505
9472.34375,9572.063,9535.56,9411.038,9524.154,9643.186,9533.7,9500.245
1401.2711181640625,1426.6304,1437.7878,1428.6212,1423.4644,1446.7638,1448.9609,1431.7532
2868.126220703125,2944.234,3000.8154,2998.894,3017.4773,2991.8357,3028.0398,2979.8306
2118.740966796875,2161.9287,2158.7249,2177.351,2174.2356,2169.4053,2184.4155,2171.3755
3148.59814453125,3294.731,3342.5654,3368.9512,3454.0618,3405.4526,3413.3691,3323.2083
3304.583984375,3382.413,3479.1375,3503.725,3529.645,3475.1328,3532.2373,3458.8682
4848.62353515625,5093.608,5201.444,5238.95,5191.981,5235.214,5274.707,5132.6387
6450.546875,6812.246,6931.257,6985.344,7004.8896,7035.723,7094.4053,6847.9463
11241.20703125,11715.175,11786.155,11831.995,12008.804,11958.842,11950.049,11634.635
3272.2275390625,3363.9211,3440.0042,3377.5322,3411.237,3455.308,3469.292,3337.9634
1114.264404296875,1115.3073,1109.3969,1111.9954,1119.5232,1128.07,1124.4385,1127.1697
10776.5546875,10860.484,10871.829,10885.448,10900.3545,10929.0205,10930.146,10904.624
4997.59228515625,5065.6924,5022.042,5085.828,4995.276,5100.7686,5126.697,5012.9814
3971.825439453125,3988.8447,3975.2124,3975.352,4045.725,4036.9924,3997.1587,3994.5083
5344.005859375,5445.0635,5479.46,5499.7617,5540.1465,5512.8765,5524.124,5467.66
3091.40380859375,3151.353,3170.6653,3185.3855,3205.3652,3181.5857,3198.2617,3165.15
1620.902587890625,1636.4548,1644.0128,1647.3607,1648.9648,1644.2667,1650.0924,1643.3801
13667.576171875,13790.624,13866.63,13908.046,13912.968,13858.457,13923.365,13868.725
18028.771484375,18434.164,18575.902,18649.947,18697.654,18651.078,18724.768,18527.373
17581.654296875,17977.592,18118.389,18190.494,18236.795,18189.523,18263.424,18070.562
1709.60302734375,1733.7297,1762.1439,1754.2216,1764.5675,1756.5171,1769.563,1752.8484
6810.7646484375,6823.8604,6818.723,6807.863,6812.025,6825.7793,6821.9795,6808.257
4523.52001953125,4529.596,4525.492,4521.709,4523.326,4527.477,4526.4316,4521.934
2209.41357421875,2202.8848,2202.718,2199.1763,2201.9185,2205.2642,2204.3064,2202.1104
3536.74072265625,3491.417,3514.094,3513.381,3524.9033,3458.171,3466.2092,3510.423
12277.951171875,12218.115,12232.827,12261.005,12261.836,12201.879,12227.223,12254.661
34788.66796875,35788.746,36482.617,35931.87,36891.324,37127.406,37271.258,36316.273
1106.452880859375,1103.9176,1105.5018,1107.4889,1105.8412,1102.7673,1104.1931,1105.2839
2389.160888671875,2422.6746,2428.5535,2435.5134,2436.064,2438.035,2441.185,2428.8242
3807.34716796875,3767.5305,3779.1807,3829.354,3801.2568,3759.455,3781.0315,3815.608
8279.759765625,8160.2275,8183.8525,8304.349,8258.203,8140.8477,8184.3994,8295.643
8657.0732421875,8416.32,8344.812,8421.937,8596.953,8472.655,8436.198,8441.425
1085.2462158203125,1082.1289,1081.5302,1079.9042,1084.1637,1080.9805,1082.5663,1079.6031
7207.287109375,7215.282,7218.886,7219.406,7203.4683,7229.2505,7226.0015,7221.1196
1585.241943359375,1610.9067,1616.624,1620.8816,1622.324,1623.6058,1626.5309,1615.731
4006.502685546875,3975.8408,3994.252,4005.955,3989.6182,3972.529,4013.1504,3990.8591
5954.26123046875,5936.086,5959.26,5964.768,5959.182,5931.777,5966.2275,5955.3276
9062.666015625,8971.732,8970.74,8911.075,9025.591,8992.756,8964.728,8938.84
21309.8125,21546.744,21578.652,21609.23,21633.518,21655.045,21666.914,21584.32
2427.237060546875,2398.0688,2408.09,2418.0938,2420.853,2396.024,2408.1514,2421.6118
1538.8489990234375,1532.9441,1529.8358,1507.4207,1542.2556,1542.0059,1569.0999,1500.1646
6840.14599609375,6778.969,6790.9233,6838.5615,6825.7393,6775.517,6793.819,6844.814
4304.001953125,4308.903,4294.7993,4293.6846,4289.5977,4293.0327,4293.4453,4285.076
2293.32861328125,2276.5044,2295.279,2288.2617,2286.3987,2274.4182,2293.4268,2286.6628
2287.473876953125,2283.8997,2283.977,2287.1519,2285.9395,2281.9192,2283.8584,2286.5452
6062.60107421875,6022.601,6032.8516,6063.101,6054.273,6026.1655,6039.6846,6058.6396
1834.0633544921875,1848.1423,1852.918,1857.2804,1856.1687,1858.066,1860.7773,1857.8169
3789.86083984375,3909.5742,3935.3013,3973.9568,3982.6636,4003.756,3996.9878,3941.3477
6257.515625,6256.1123,6262.8604,6277.536,6265.3525,6263.3955,6268.931,6262.153
2317.635009765625,2307.5847,2317.7285,2318.8765,2314.8743,2307.6536,2316.2817,2319.6106
3103.236328125,3114.9321,3112.131,3125.2825,3118.8245,3114.9875,3117.4124,3121.2454
2330.621337890625,2318.6162,2319.45,2323.4204,2327.1824,2316.9749,2318.5386,2324.461
5638.837890625,5609.535,5617.308,5650.952,5636.4487,5603.3745,5617.8115,5647.6963
3892.60888671875,3884.15,3904.3496,3896.782,3888.8572,3889.1663,3901.6548,3914.359
3397.36181640625,3407.86,3403.3054,3404.2292,3390.553,3400.7915,3400.5117,3399.2185
3260.18798828125,3251.7144,3266.107,3266.7625,3255.792,3251.422,3264.2593,3268.9531
1413.0384521484375,1461.3813,1440.1708,1455.4585,1437.025,1479.2207,1455.2312,1469.074
2446.47509765625,2431.4182,2449.6133,2438.9775,2441.9937,2429.0542,2450.7214,2436.374
1553.667236328125,1474.5305,1519.7212,1630.1287,1545.6272,1490.5951,1556.0724,1649.7367
4106.64501953125,4170.885,4163.5547,4189.174,4187.7944,4188.902,4191.3633,4176.6147
3272.526611328125,3317.185,3332.6282,3351.367,3354.5059,3362.5652,3368.2693,3351.1248
1506.17626953125,1593.3179,1617.3029,1626.115,1613.5933,1627.6587,1645.6481,1603.2164
1678.6334228515625,1679.5797,1678.2587,1680.9346,1675.098,1675.1116,1678.109,1684.0278
3315.535888671875,3315.966,3313.9854,3322.5828,3317.4758,3321.033,3325.0251,3324.3281
1802.8944091796875,1843.4154,1857.5906,1864.9916,1869.7532,1865.1306,1872.4856,1852.7211
10297.4560546875,10303.759,10298.356,10313.439,10276.105,10277.1875,10296.967,10330.232
1408.4525146484375,1417.3203,1425.3962,1437.6118,1433.4022,1419.6569,1431.4843,1477.1556
6012.560546875,6073.4336,6108.6606,6119.1914,6138.9526,6143.5464,6154.4272,6111.335
1233.3353271484375,1255.4231,1263.8069,1267.2606,1270.417,1270.9109,1274.5919,1258.4388
1082.4842529296875,1092.3967,1097.7893,1098.6117,1100.2079,1100.6116,1103.9291,1094.996
1137.7354736328125,1148.1564,1153.8179,1154.681,1156.3601,1156.7832,1160.2766,1150.8868
7886.51318359375,7973.8135,8023.445,8030.6846,8037.925,8040.1284,8053.2603,8084.35
3411.748291015625,3508.8499,3504.4573,3531.2163,3537.902,3606.3884,3593.0776,3546.7705
3426.163818359375,3536.4458,3506.225,3542.9692,3562.8481,3627.127,3587.699,3586.4155
10192.9169921875,10374.345,10455.56,10491.194,10540.065,10509.263,10542.013,10440.717
1117.651611328125,1125.8651,1127.0138,1124.4869,1120.8711,1127.7922,1127.7156,1128.6985
2775.23095703125,2759.9705,2774.1848,2778.2551,2769.4438,2786.6838,2779.027,2791.4482
1061.5323486328125,1058.5216,1055.9025,1060.015,1065.0094,1057.5673,1053.3474,1060.3702
10668.869140625,10933.063,10987.944,11055.477,11124.386,11135.22,11104.561,11002.328
6460.58154296875,6655.555,6685.579,6718.1724,6760.444,6744.7407,6760.901,6655.8564
9452.23046875,9493.498,9500.356,9526.986,9536.613,9513.31,9527.1045,9533.134
7722.4716796875,7930.5767,7961.445,7995.1006,8037.686,8023.509,8040.075,7933.731
12070.953125,12069.307,12097.8955,12111.459,12103.659,12081.192,12110.424,12116.296
6012.44677734375,6160.6685,6183.007,6219.7993,6242.062,6250.9453,6249.432,6199.382
18556.783203125,18997.93,19551.7,19578.62,19590.297,19428.781,19731.32,19018.652
13044.4873046875,13467.647,13673.424,13626.127,13963.485,13866.753,13935.087,13654.723
11847.0302734375,12175.419,12205.853,12226.368,12268.814,12320.269,12333.84,12164.537
10744.4296875,11083.401,11096.7295,11166.975,11235.012,11393.152,11242.312,10988.417
19671.505859375,20387.682,20582.348,20616.02,20694.896,20689.688,20823.035,20425.385
4246.03125,4192.207,4320.12,4240.1445,4359.012,4251.18,4337.799,4215.105
6009.419921875,6091.1523,6316.866,6399.002,6431.2266,6248.997,6464.58,6403.727
6140.03369140625,5999.186,6258.162,6288.3145,6213.39,6057.544,6329.6284,6276.495
4457.76025390625,4224.774,4391.1904,4449.7847,4581.918,4304.9478,4425.247,4468.2085
6052.21044921875,5983.656,6014.808,6020.3516,6042.248,5983.808,6024.5615,6035.986
1873.3433837890625,1867.4574,1908.9373,1893.937,1874.477,1871.215,1907.8201,1871.1498
2283.0849609375,2273.4905,2381.8218,2315.92,2297.3696,2298.084,2383.2266,2328.374
7658.64013671875,7864.582,7830.027,7653.5645,7671.333,7910.941,7872.9736,7702.3105
1029.059814453125,1037.0355,1138.0591,1168.2246,1045.0376,1050.8148,1155.6088,1186.9822
2493.04296875,2597.7068,2628.0762,2501.2534,2578.3962,2647.5754,2682.0256,2508.9402
1266.986083984375,1273.4022,1293.574,1306.3235,1331.6715,1294.1589,1308.6111,1292.9762
7622.36376953125,6816.664,7038.1426,6909.2373,7606.595,6829.8354,7036.4746,6803.1533
1498.7388916015625,1440.0244,1460.8572,1420.8577,1510.6132,1448.3859,1470.6113,1413.7421
1220.9158935546875,1235.6232,1240.4187,1242.7816,1243.3032,1243.2653,1245.8993,1238.5492
1227.341552734375,1242.2751,1246.6398,1249.0864,1249.3698,1249.6031,1252.3035,1245.3143
1197.41748046875,1209.6049,1221.8939,1224.9653,1223.9926,1219.4077,1227.3114,1217.7665
1231.816162109375,1249.0192,1253.1981,1255.0542,1254.9902,1256.9967,1259.8185,1250.2213
1240.1070556640625,1260.0002,1265.9976,1267.6216,1269.3789,1270.6808,1273.6641,1260.8031
1240.9140625,1259.8478,1266.857,1267.8667,1269.7487,1269.9205,1274.1353,1260.9374
1215.6343994140625,1233.1343,1237.4722,1238.8978,1240.2355,1241.2988,1244.1448,1234.2404
1252.5821533203125,1278.2039,1284.0592,1287.8469,1286.1488,1288.3854,1292.7043,1279.6582
1255.2069091796875,1283.8295,1287.4185,1292.0537,1293.1411,1297.2047,1298.3318,1283.5591
1248.271484375,1260.1357,1264.1659,1271.9459,1271.3158,1266.6704,1269.7736,1267.362
1280.017333984375,1292.715,1300.5098,1305.6578,1304.2076,1299.1384,1307.052,1302.234
1212.6806640625,1227.6691,1231.9827,1233.5437,1232.9994,1234.3875,1237.0698,1228.4237
1201.6474609375,1216.942,1218.8827,1219.9784,1222.7068,1225.1729,1225.7222,1217.2817
1203.050048828125,1218.0244,1222.4003,1224.4547,1225.8258,1225.9458,1228.1082,1220.2961
1232.0108642578125,1248.0188,1252.6204,1254.2732,1255.5864,1257.0547,1259.2303,1250.1377
1244.2481689453125,1262.1506,1269.0646,1270.4822,1269.3202,1270.7302,1276.0913,1266.2726
1229.9913330078125,1249.2734,1252.145,1258.4082,1257.2487,1258.1995,1259.9438,1252.7006
1199.4312744140625,1217.8839,1219.8175,1222.7747,1223.7444,1226.1189,1226.427,1219.4647
1217.5272216796875,1239.6807,1243.3708,1245.4126,1245.1094,1249.6904,1251.891,1240.1526
1303.5384521484375,1331.5651,1337.5905,1340.2449,1341.0114,1345.5693,1349.6693,1334.7827
1230.2032470703125,1247.6536,1254.3279,1254.8789,1254.2833,1257.4435,1261.637,1251.896
1231.3758544921875,1244.2312,1249.5751,1251.805,1254.2294,1252.9996,1254.87,1246.6012
1236.9490966796875,1248.2697,1252.6893,1260.3108,1260.9869,1256.5936,1258.6062,1255.0486
1234.90966796875,1247.8478,1251.723,1254.0747,1256.2045,1256.2817,1257.3164,1249.7122
1181.0430908203125,1189.3491,1190.789,1193.0457,1194.6598,1194.5128,1194.7177,1191.3687
1231.2423095703125,1247.4855,1252.9583,1255.3489,1255.9542,1255.8531,1259.0845,1250.5413
1244.516357421875,1261.2649,1266.8456,1268.752,1269.3256,1269.6636,1273.437,1264.6857
1220.2210693359375,1236.0238,1243.3695,1245.902,1246.4789,1245.4342,1249.4958,1239.331
1249.0382080078125,1273.8801,1277.4163,1278.7875,1279.578,1283.0706,1287.2036,1274.0922
1273.173583984375,1291.2854,1292.929,1299.8762,1299.1119,1299.9186,1300.4036,1296.4116
1242.164306640625,1255.5347,1257.2931,1263.5654,1263.2302,1262.1328,1262.6533,1260.3148
1236.784912109375,1249.3993,1250.8176,1257.549,1257.1617,1255.5715,1256.071,1254.462
1259.816162109375,1271.968,1274.5914,1277.7781,1279.9646,1280.0374,1281.3278,1275.0741
1199.31103515625,1207.5916,1208.6715,1212.5679,1212.6436,1211.2722,1212.1538,1210.7083
1192.21728515625,1199.7822,1200.6106,1204.868,1204.5604,1203.0536,1203.7864,1203.015
1187.49072265625,1194.6123,1195.4141,1200.1892,1199.3086,1197.3802,1198.584,1198.3763
1374.5206298828125,1402.6847,1406.3901,1417.0183,1416.9446,1418.3765,1418.3384,1411.0217
1711.403564453125,1713.7677,1705.5375,1723.5623,1710.5603,1709.8156,1706.4928,1725.1201
1680.58349609375,1679.4293,1682.7156,1695.9457,1688.0577,1683.995,1688.7684,1688.3638
1646.023681640625,1634.5553,1649.9111,1661.3146,1666.4888,1655.8496,1662.4918,1670.8746
1693.11328125,1706.9082,1710.8201,1719.3911,1726.4291,1719.6383,1717.997,1712.4564
2440.905517578125,2474.2874,2498.726,2512.5505,2512.3647,2508.2273,2520.538,2511.194
1313.525146484375,1477.4762,1491.5684,1551.4512,1535.406,1552.271,1562.5281,1528.1035
5134.7294921875,4821.722,5111.3965,5227.7935,5255.5957,4914.611,5172.7812,5212.792
1571.7169189453125,1615.9224,1629.5392,1654.0139,1659.2407,1645.0876,1683.7772,1670.419
18936.91015625,19568.334,19809.623,19898.285,20134.627,20040.537,20107.033,19705.44
11984.92578125,12143.732,11556.261,12164.005,11709.75,12196.033,11982.605,11494.271
11885.4228515625,12455.42,8211.026,10759.386,12143.478,11643.078,8818.59,11128.882
1390.916748046875,1788.1818,2480.4624,2447.7754,1849.6566,2042.9536,2492.7285,2617.3955
7089.57373046875,6848.3735,6723.295,7327.75,7882.8755,6995.198,6866.7397,7350.6973
1370.4736328125,1093.2393,1440.4437,980.4238,1424.0563,1173.1592,1395.3936,1056.4869
10899.5439453125,11529.8545,11938.485,12395.299,12168.857,12580.01,12685.691,12131.98
14428.63671875,15549.877,15461.121,15871.396,15190.934,15723.482,15806.338,15783.289
6977.01708984375,6955.6265,6888.629,7342.942,6919.1904,6914.002,7059.0664,7350.9795
7211.455078125,7639.986,7250.071,7308.021,7265.9033,7613.6426,7353.2266,7436.6924
10953.0595703125,11166.218,11198.687,11248.204,11274.175,11269.614,11283.91,11174.836
1685.9150390625,1648.7097,1488.267,1506.6921,1651.9602,1632.4827,1562.3169,1557.7952
10891.6298828125,11074.199,11072.332,11143.45,11164.829,11178.321,11156.149,11137.976
17464.6953125,18910.79,19135.805,19705.588,19584.43,19571.143,19834.234,19501.654
3846.99951171875,4129.009,4233.968,4300.046,4310.8896,4302.127,4357.206,4229.3115
12257.396484375,12804.676,13414.629,13461.271,12725.187,13061.492,13710.548,13727.818
9692.0703125,9704.279,9727.128,9771.908,9862.343,9739.056,9776.335,9934.48
11429.1201171875,11366.887,11331.351,11428.352,11587.656,11387.376,11389.638,11619.848
17309.83984375,18407.396,18449.504,18691.406,19127.691,19151.236,18976.258,18613.15
30823.53515625,33295.785,33522.746,34885.977,34699.703,34655.37,34696.26,33950.31
26119.271484375,28156.115,28733.645,29089.873,29334.688,29354.715,29574.66,28683.5
17320.765625,18410.203,18452.639,18695.11,19131.357,19152.14,18977.77,18616.88
5257.2548828125,5494.823,5552.766,5476.0093,5661.539,5806.556,5784.8345,5440.542
10940.8408203125,11100.577,11076.219,11179.958,11226.872,11205.74,11152.306,11136.888
11619.08203125,11901.029,11914.172,12087.4,12117.757,12086.428,12108.109,12109.751
8143.6748046875,8099.8594,8277.45,8159.63,8358.696,8191.2236,8295.675,8227.844
11481.2353515625,11159.83,11352.45,11625.028,11610.52,11329.039,11516.812,11652.274
12861.5869140625,12970.098,13218.078,13146.758,12995.922,13095.969,13401.491,13083.607
6164.1396484375,5958.9683,5915.349,5919.431,6078.1084,5890.8716,5916.346,5994.404
7874.37890625,7578.0225,7591.5356,7638.569,8214.483,7900.033,7748.676,7893.745
13761.15625,14485.789,14431.016,14936.375,14983.144,15396.714,15193.784,14716.586
2500.45068359375,2490.7014,2473.7659,2484.97,2497.1602,2504.2085,2483.192,2488.507
10820.8896484375,10909.408,10904.84,10958.526,11015.053,11000.008,10974.28,10995.673
11288.4375,11336.359,11423.55,11493.472,11604.862,11519.402,11532.071,11396.281
8145.93408203125,7905.9536,7839.032,7983.6313,8173.9966,7920.4453,7875.3745,7920.731
1601.212890625,1535.0112,1496.3556,1568.6041,1588.4995,1544.0704,1515.7615,1562.2695
9725.4658203125,9439.484,9337.18,9550.185,9742.421,9467.797,9395.317,9469.37
9543.3125,9436.725,9490.823,9597.428,9502.414,9407.153,9489.666,9539.243
7660.3681640625,7844.854,8067.6533,8184.029,8156.968,8035.3657,8229.107,8113.3257
5749.83837890625,5658.7974,5728.01,5694.034,5822.9443,5803.915,5847.5244,5777.915
3013.468017578125,3247.741,3181.3447,3175.7083,3212.9683,3393.6045,3334.475,3289.418
465.51385498046875,440.79028,439.14807,443.6855,458.99677,442.43524,448.03204,456.54846
1886.5125732421875,1612.4026,1669.8815,1756.8293,1821.5598,1620.2163,1671.2509,1776.691
3783.014892578125,3785.0103,3807.9778,3811.3848,3803.2168,3800.8232,3812.3118,3870.3486
13728.6318359375,13818.685,13792.447,14012.147,13840.288,13976.741,13990.891,14054.645
5706.0869140625,6001.1055,6157.6567,6037.7734,5764.288,5944.8647,6163.7383,5963.75
830.0623168945312,849.1894,848.15454,846.23145,834.2994,849.5255,852.993,856.65466
26203.0234375,26535.436,27899.203,27519.934,27471.508,27743.826,28564.348,27791.818
11364.591796875,11608.424,11697.361,11686.479,11839.277,11862.868,11835.905,11560.533
1423.6141357421875,1445.9617,1466.8125,1416.2584,1452.9324,1468.3129,1484.204,1449.9719
12432.2216796875,12494.927,12752.202,12544.286,12876.781,12773.952,13000.995,13344.299
11441.6416015625,11482.276,11501.848,11392.3955,11421.387,11652.546,11627.986,11523.137
4177.4091796875,4285.3306,4375.867,4407.3413,4452.524,4431.5767,4456.052,4384.464
1290.302490234375,1332.831,1346.642,1358.3123,1352.0978,1349.983,1367.1014,1347.733
11402.78515625,11690.711,11741.668,11763.076,11869.865,11888.557,11862.809,11674.022
8247.9296875,8184.914,8212.115,8238.751,8259.46,8192.946,8208.807,8249.037
7020.76611328125,7182.5815,7393.6973,7399.172,7376.4526,7351.732,7511.3574,7335.5986
5142.732421875,5237.656,5387.508,5410.708,5384.108,5328.29,5464.3135,5328.753
4412.81494140625,4417.8765,4558.063,4549.691,4534.724,4474.634,4597.7124,4527.568
3460.869384765625,3456.4849,3462.4905,3469.2957,3467.034,3466.8403,3475.3254,3474.9626
2377.091796875,2560.4517,2560.2048,2613.2402,2639.6643,2634.7578,2626.0723,2579.1992
9946.3994140625,9504.56,9543.676,9743.908,9977.451,9577.688,9594.635,9751.111
16439.169921875,17630.893,18163.904,18248.938,18421.854,18600.023,18890.516,18228.31
6417.61962890625,6650.34,6750.0547,6841.643,6718.54,6761.704,6895.016,6818.1484
2345.401611328125,2424.9294,2477.2922,2487.6978,2483.8901,2467.8384,2509.9575,2439.7517
2090.990478515625,2163.7773,2196.5974,2224.1423,2208.9253,2202.8516,2233.3184,2190.8062
3141.94482421875,3327.3467,3347.5674,3350.16,3413.5127,3395.4875,3391.4106,3267.5557
1850.332275390625,1910.3835,1876.8916,1915.3945,1929.1367,1940.749,1893.5581,1932.9956
4487.16259765625,4442.1904,4401.3564,4423.8154,4470.0566,4455.653,4423.7705,4531.021
12301.837890625,12208.796,12463.308,12550.241,12228.201,12302.334,12696.709,12690.225
8151.490234375,8053.543,8208.4375,8112.9644,8088.062,8017.751,8172.8325,8079.842
3549.52880859375,3684.3704,3816.9856,3777.6719,3884.7114,3894.9146,3922.7515,3687.4688
7250.99267578125,7257.5176,7233.344,7238.706,7245.6025,7248.54,7252.524,7228.9595
7415.83544921875,7609.9736,7671.9385,7696.522,7751.9956,7759.048,7773.7046,7633.6245
2213.224609375,2261.7168,2293.3738,2313.2886,2300.649,2285.6572,2316.0515,2292.9702
10043.3798828125,9791.853,9660.717,9861.125,10043.963,9811.25,9722.437,9797.732
3291.06298828125,3334.9453,3363.5718,3365.707,3406.6982,3427.8855,3439.5593,3503.4817
12442.2158203125,13116.579,13318.693,13453.1045,13542.283,13614.183,13831.705,13489.928
10636.408203125,10730.141,11020.668,11108.014,11157.888,10952.344,11274.35,11240.002
15601.9736328125,15619.707,16071.934,16009.425,16247.848,15970.535,16285.331,16489.73
9730.48046875,9444.41,9342.202,9555.544,9747.597,9472.766,9400.385,9474.252
9126.87109375,9238.859,9320.571,9023.781,9179.666,9270.248,9343.14,9077.038
26341.294921875,26974.006,27161.21,27218.14,27016.65,27128.81,27421.805,27423.943
7228.45361328125,7282.8374,7308.8706,7520.5127,7336.4355,7328.899,7399.466,7469.614
8227.3662109375,8652.628,8457.672,8536.516,8452.917,8720.212,8556.666,8571.565
3518.05712890625,3470.8022,3520.2388,3641.7397,3616.0747,3510.7627,3567.4167,3633.189
1562.8934326171875,1577.7185,1520.0035,1638.1123,1588.2422,1564.4635,1562.6445,1588.8611
8099.65673828125,7936.2563,7943.9375,8254.189,8068.7183,7864.954,8033.246,8312.265
9020.265625,9560.352,9484.412,9791.408,9787.379,9792.266,9770.686,9768.852
7870.248046875,8207.5205,8527.151,8436.389,8294.348,8561.958,8748.769,8718.203
2642.971435546875,2734.087,2667.5762,2836.2905,2744.5825,2719.361,2734.8477,2793.4114
1009.8701782226562,1056.2313,1031.2927,1054.8846,1048.4048,1056.4033,1045.9521,1043.378
9071.0537109375,9566.286,9976.476,10053.179,10092.911,10131.711,10400.393,9726.365
16240.8232421875,16624.36,17288.969,17202.572,17237.762,17156.395,17806.863,17050.336
